id,Primary Text,Guidance,isHeading,parentBinding,module,Artifact Type
2750,Replace Text,"",false,2869,2724,System Requirement
2784,Introduction Comp. Test 1 Initial Stream,"",true,"",2725,Heading
2747,Positioning,"",true,"",2725,Heading
3100,Problem Statement,[Provide a statement summarizing the problem being solved by this project. The following format may be used:],true,2747,2725,Heading
2889,"The problem of
[describe the problem]
affects
[the {LINK id=3058 title=""stakeholder"" uri=https://localhost:9443/rm/resources/TX_mDqY8As2Ee2X-pE_BaAiIA}s affected by the problem]
the impact of which is
[what is the impact of the problem?]
a successful solution would be
[list some key benefits of a successful solution]","",false,3100,2725,Vision Statement
2773,Product Position Statement,"[Provide an overall statement summarizing, at the highest level, the unique position the product intends to fill in the market place. A product position statement communicates the intent of the application and the importance of the project to all concerned stakeholders.The following format may be used:]",true,2747,2725,Heading
2732,"For
[target customer]
Who
[statement of the need or opportunity]
The (product name)
is a [product category]
That
[statement of key benefit; that is, the compelling reason to buy]
Unlike
[primary competitive alternative]
Our product
[statement of primary differentiation]","",false,2773,2725,Vision Statement
2790,Alternatives and Competition,"[Identify alternatives the stakeholder perceives as available. These can include buying a competitor’s product, building a homegrown solution, or simply maintaining the status quo. List any known competitive choices that exist or may become available. Include the major strengths and weaknesses of each competitor as perceived by the stakeholder or end user.]",true,2747,2725,Heading
2748,Alternative and competition,"",false,2790,2725,Information
2804,Stakeholder Descriptions,"",true,"",2725,Heading
3034,Stakeholder 1 Name,"",false,2804,2725,Stakeholder Definition
2820,Stakeholder 2 Name,"",false,2804,2725,Stakeholder Definition
2758,Stakeholder n Name,"",false,2804,2725,Stakeholder Definition
2893,Product Overview,"",true,"",2725,Heading
3009,Product Perspective,"[This subsection of the Vision document puts the product in perspective to other related products and the user’s environment. If the product is independent and totally self-contained, state it here. If the product is a component of a larger system, then this subsection needs to relate how these systems interact and needs to identify the relevant interfaces between the systems. One easy way to display the major components of the larger system, interconnections, and external interfaces is with a block diagram.]",true,2893,2725,Heading
2864,Product perspective statement 1,"",false,3009,2725,Vision Statement
2854,User Environment,"[Detail the working environment of the target user. Here are some suggestions:
Number of people involved in completing the task? Is this changing?
How long is a task cycle?
Amount of time spent in each activity? Is this changing?

Any unique environmental constraints: mobile, outdoors, in-flight, and so on?
Which system platforms are in use today? Future platforms?

What other applications are in use? Does your application need to integrate with them?

This is where extracts from the Business Model could be included to outline the task and roles involved, and so on.]",true,2893,2725,Heading
2841,User Environment Requirement 1,"",false,2854,2725,Vision Statement
2759,Assumptions and Dependencies,"[List each factor that affects the features stated in the Vision document. List assumptions that, if changed, will alter the Vision document. For example, an assumption may state that a specific operating system will be available for the hardware designated for the software product. If the operating system is not available, the Vision document will need to change.]",true,2893,2725,Heading
